".model","armse","amae","amape","srmse","smae","smape","h","i"
"wlss",8982.8420911765,7552.34492981753,4.16813944214539,NA,NA,NA,2,143
"wlsv",9553.1185374953,8045.78200991369,4.43998178180835,NA,NA,NA,2,143
"base",21859.729565866,20157.6623019917,9.72742897473062,NA,NA,NA,2,144
"bu",21794.86864305,20902.276712278,10.2238102186822,NA,NA,NA,2,144
"mint",20976.5404199937,20912.0693165666,10.4679428711447,NA,NA,NA,2,144
"ols",22686.919083013,20962.3725173459,10.1219972797492,NA,NA,NA,2,144
"wlss",22587.759879257,21150.1214873384,10.2561725693385,NA,NA,NA,2,144
"wlsv",22434.0822478928,21086.6146137485,10.2384701253788,NA,NA,NA,2,144
"base",21696.8884451086,17271.3345798969,7.93707603671389,NA,NA,NA,2,145
"bu",20736.3045242381,15654.5549224654,7.14005946019228,NA,NA,NA,2,145
"mint",21015.7963175149,16012.8775356993,7.31302873547316,NA,NA,NA,2,145
"ols",21614.0420349948,16547.2371668829,7.56215504000191,NA,NA,NA,2,145
"wlss",21525.1400441316,16967.4740215284,7.78647745698935,NA,NA,NA,2,145
"wlsv",21568.7527480617,16429.9688003645,7.50323988038029,NA,NA,NA,2,145
"base",30167.0918106143,22920.0103037345,10.0123350232584,NA,NA,NA,2,146
"bu",28134.1495006938,20010.8175130192,8.62892382171766,NA,NA,NA,2,146
"mint",27707.4605029438,20389.6724087419,8.85129888717604,NA,NA,NA,2,146
"ols",29708.4050147685,22487.0272018584,9.81594887559537,NA,NA,NA,2,146
"wlss",29096.3822457273,21745.5763234465,9.46861537317946,NA,NA,NA,2,146
"wlsv",29325.4255485672,21911.1181072907,9.54021490177561,NA,NA,NA,2,146
"base",35265.6808580076,34656.7841903096,15.268447318872,NA,NA,NA,2,147
"bu",33706.6366658511,33235.131778096,14.6498755965829,NA,NA,NA,2,147
"mint",32522.5721624495,31814.1773748302,14.0068706742783,NA,NA,NA,2,147
"ols",35176.5502410677,34646.6780251144,15.2693388307185,NA,NA,NA,2,147
"wlss",34924.1307900353,34424.496526339,15.173326874844,NA,NA,NA,2,147
"wlsv",34879.7793415967,34389.7865132611,15.1586883075185,NA,NA,NA,2,147
"base",21116.1702641298,20603.7588417691,9.54603667913814,NA,NA,NA,2,148
"bu",21676.2274350317,21114.0286531765,9.78066068677073,NA,NA,NA,2,148
"mint",18905.4313387253,18120.1205963063,8.38107104840627,NA,NA,NA,2,148
"ols",21788.7134522724,21297.145628261,9.86919743963923,NA,NA,NA,2,148
"wlss",23067.3135339239,22552.7907869657,10.4513770042397,NA,NA,NA,2,148
"wlsv",23071.2333016294,22540.1789162554,10.4446780517777,NA,NA,NA,2,148
"base",31383.3844885672,27663.7931077677,11.9192663693635,NA,NA,NA,2,149
"bu",34730.9628655085,31333.4317228867,13.5539616348857,NA,NA,NA,2,149
"mint",28441.4954001813,25101.9945036524,10.8177324948619,NA,NA,NA,2,149
"ols",33219.9395580463,29627.1806594221,12.7903254823599,NA,NA,NA,2,149
"wlss",34610.7427097672,30991.7023804388,13.3886153586887,NA,NA,NA,2,149
"wlsv",34340.9536701127,30809.970655768,13.3145834193373,NA,NA,NA,2,149
"base",50907.3315887672,50737.9642162385,20.8247071484461,NA,NA,NA,2,150
"bu",48310.6687382879,48203.8160134434,19.7890802276934,NA,NA,NA,2,150
"mint",48339.3903394972,48126.6101721529,19.7492640549424,NA,NA,NA,2,150
"ols",50394.6412433483,50215.7293337846,20.6095274669175,NA,NA,NA,2,150
